image#0#0	caption
3612249030_e2829ffa31#2	boy standing on beach
3612249030_e2829ffa31#3	kid in black carrying cushion
3612249030_e2829ffa31#4	young boy wearing spiderpatterned shirt on the sand
3612484827_0e479f9ee8#0	man is on the back of his friend
3612484827_0e479f9ee8#1	man jumps on another mans back
3612484827_0e479f9ee8#2	the guys in white shirts horse around near park
3612484827_0e479f9ee8#3	two men do trick in park
3612484827_0e479f9ee8#4	two teenagers are playing wrestling game in the park
3612485097_b706d950ed#0	black man leans over as white man jumps on his back backwards
3612485097_b706d950ed#1	man holding up another with his back
3612485097_b706d950ed#2	man in midair with his back touching that of another man hunched over
3612485097_b706d950ed#3	one man in hat flips over another mans back in the grass
3612485097_b706d950ed#4	two people play outdoors
3612485611_12dd7742f7#0	two men dressed in street clothes horse around in front of building
3612485611_12dd7742f7#1	two men jump around together outside of building
3612485611_12dd7742f7#2	two men jumping outside on the grass
3612485611_12dd7742f7#3	two young men goofing around on the grass in front the of union building
3612485611_12dd7742f7#4	two young men in sportswear are running and jumping on the grass by brick building
3612538549_2828b45867#0	boy looks startled as he falls in the sand
3612538549_2828b45867#1	boy recoils from the impact of sand onto his bare chest
3612538549_2828b45867#2	young boy falls back with his mouth open when sand is falling on him
3612538549_2828b45867#3	young boy getting some sand thrown on his chest
3612538549_2828b45867#4	the boy is playing in the sand
3612825666_54f5a2bc06#0	man grinding down handrail
3612825666_54f5a2bc06#1	man is skating down rail in front of group of people
3612825666_54f5a2bc06#2	in the far distance boy is sliding his skateboard down handrail
3612825666_54f5a2bc06#3	some skateboarders on stairs
3612825666_54f5a2bc06#4	the man is skateboarding down the railing in the middle of the steps
3613005134_bb7f304da1#0	an opposing wrestler is jumping off the top ropes onto another wrestler
3613005134_bb7f304da1#1	wrestler is jumping off of the ring to hit his competitor
3613005134_bb7f304da1#2	wrestler is ready to jump on another wrestler outside the ring
3613005134_bb7f304da1#3	one professional wrestler leaps onto another outside the ring
3613005134_bb7f304da1#4	two men are wrestling
3613027188_1645ca1976#0	group of players chase ball on field
3613027188_1645ca1976#1	group of young men playing field sport
3613027188_1645ca1976#2	three young men play hockey on green astro turf
3613027188_1645ca1976#3	three young men with lacrosse sticks are chasing the ball
3613027188_1645ca1976#4	young men from two japanesesponsored teams play game of indoor field hockey
3613030730_0b28b079ba#0	baby reaches for water dropping
3613030730_0b28b079ba#1	small boy in the bath covered in soap suds
3613030730_0b28b079ba#2	young toddler plays in the bathtub with bubbles and suds
3613030730_0b28b079ba#3	the smiling child has bubbles near their ear
3613030730_0b28b079ba#4	the toddler is splashing water in the tub with suds all over
3613175012_bcd063e7c9#0	group of bohemians stroll down the street one with shopping cart
3613175012_bcd063e7c9#1	group of four people prance away from the camera one pushing shopping cart and another leaping alongside
3613175012_bcd063e7c9#2	group of young people walk down residential street one pushing grocery cart
3613175012_bcd063e7c9#3	four people walking down the street and one is trying to jump in shopping cart
3613175012_bcd063e7c9#4	four young people walk down sunny street one pushing shopping cart
3613242966_a1c63a0174#0	dog plays in the water
3613242966_a1c63a0174#1	dog runs through the water
3613242966_a1c63a0174#2	dog swims in the water
3613242966_a1c63a0174#3	tan dog splashes as he swims through the water
3613242966_a1c63a0174#4	the dog is somehow causing wave in the water
3613264553_97b687f172#0	white dog is on large rocky surface at high elevation
3613264553_97b687f172#1	white dog is walking on rocky hillside
3613264553_97b687f172#2	white dog is walking on top of mountain
3613264553_97b687f172#3	white dog on mountainside turns to face something offstage sky in background
3613264553_97b687f172#4	white dog standing on rock in front of blue sky
3613323772_d15cef66d1#0	boy wearing helmet is jumping his skateboard
3613323772_d15cef66d1#1	person jumps off the sidewalk on their skateboard
3613323772_d15cef66d1#2	little boy doing tricks on skateboard on the sidewalk
3613323772_d15cef66d1#3	the boy on skateboard is jumping through the air
3613323772_d15cef66d1#4	there is kid doing tricks on skateboard in rural area
3613375729_d0b3c41556#0	man rides silver and red motorcycle
3613375729_d0b3c41556#1	motocross driver speeds by during race
3613375729_d0b3c41556#2	motorcycle racer in soft turn on an hp branded motorcycle
3613375729_d0b3c41556#3	person is riding red motorcycle around track
3613375729_d0b3c41556#4	uniformed rider is riding an endorsementcovered motorcycle
3613424631_3ae537624f#0	cyclist sits on some steps with his bike
3613424631_3ae537624f#1	helmeted man sits on steps with graffiti on them and bike nearby
3613424631_3ae537624f#2	man sits on the stairs next to his bike
3613424631_3ae537624f#3	man with his bike amid demolished building
3613424631_3ae537624f#4	man with bike sitting next to rubble
3613585080_36629d8157#0	collection of women sitting on the ground
3613585080_36629d8157#1	group of women in native garb sit on the floor
3613585080_36629d8157#2	woman with scarves in her head sits with others staring at the camera with no expression
3613585080_36629d8157#3	five people sitting down
3613585080_36629d8157#4	woman with blue robe and headwear is sitting with other women
3613667665_1881c689ea#0	black dog runs across the water at beach while another follows
3613667665_1881c689ea#1	pair of black dogs runs in the surf
3613667665_1881c689ea#2	dogs run in the surf
3613667665_1881c689ea#3	the black dog is running through the water on the beach
3613667665_1881c689ea#4	two black dogs splash through the waves on beach
3613705104_46d854134e#0	boy skateboards off ramp covered in graffiti
3613705104_46d854134e#1	male skateboarder is skating in vandalized skate park
3613705104_46d854134e#2	man does jump on skateboard surrounded by graffiti
3613705104_46d854134e#3	man does skating trick off of graffitifilled stairs
3613705104_46d854134e#4	skateboarder skates down stairs covered in graffiti
3613800013_5a54968ab0#0	brown and white dog is running with its mouth open accross field
3613800013_5a54968ab0#1	brown and white dog running in field covered in yellow flowers
3613800013_5a54968ab0#2	dog running toward the camera in field
3613800013_5a54968ab0#3	while dog with spot on his eye running through meadow
3613800013_5a54968ab0#4	white dog with brown patch over his eye runs through grassy field covered in dandelions
3613955682_3860e116cf#0	group of players on team are posing together
3613955682_3860e116cf#1	soccer team poses for picture
3613955682_3860e116cf#2	soccer team wearing red posing together
3613955682_3860e116cf#3	sports team poses on the field
3613955682_3860e116cf#4	sports team poses on field with crowd in the background
3614542901_29877fc342#0	group of women are standing in front of building
3614542901_29877fc342#1	woman in white gown stands with other girls dressed up one points across the street
3614542901_29877fc342#2	five women in dresses one holding child stand outside
3614542901_29877fc342#3	four women and bride stand on street while one of them points at something in the distance
3614542901_29877fc342#4	old lady with black dress and hat points out something to bride
3614582606_16bd88dab2#0	girl in black hat holding an african american baby
3614582606_16bd88dab2#1	lady with black hat holds little girl with crown of flowers
3614582606_16bd88dab2#2	woman holding baby after wedding
3614582606_16bd88dab2#3	young woman holds baby with flowers on its head
3614582606_16bd88dab2#4	the red hair woman wearing black tartan hat holds baby with flowers on her head
3614595423_f9e0ab4fb0#0	bunch of kids are climbing on tree and hamming it up
3614595423_f9e0ab4fb0#1	children climb tree
3614595423_f9e0ab4fb0#2	children posing in tree
3614595423_f9e0ab4fb0#3	eight tan children making faces in tree
3614595423_f9e0ab4fb0#4	several children are in tree laughing and with their hands on their chins
3614881872_ccf9739b0e#0	lone snowboarder jumping in midair with snow covered mine in the background
3614881872_ccf9739b0e#1	man in orange pants is climbing on something
3614881872_ccf9739b0e#2	snowboarder jumps off an old snowcovered building
3614881872_ccf9739b0e#3	someone is skiing off the top of some type of building
3614881872_ccf9739b0e#4	the snowboarder is jumping from snow covered height
3615239961_62b4dbc174#0	man sits on deck taking break from fishing
3615239961_62b4dbc174#1	man sits on the edge of brige looking out fishing poles behind him
3615239961_62b4dbc174#2	man sits on the edge of wooden bench with two fishing poles behind him
3615239961_62b4dbc174#3	someone in yellow hat is sitting next to two fishing poles
3615239961_62b4dbc174#4	the man is sitting on wooden rail near two fishing poles
3615730936_23457575e9#0	bmx biker riding down muddy trail wearing protective gear
3615730936_23457575e9#1	man in black wearing helmet on mountain bike travelling very fast
3615730936_23457575e9#2	man rides his dirt bike through the woods
3615730936_23457575e9#3	person wearing helmet rides dirty bike on dirt path in the woods
3615730936_23457575e9#4	rider on dirt bike races through forest
3616525288_9c19223de6#0	horses with five jockeys and five horses
3616525288_9c19223de6#1	horse jockeys racing on horses in race
3616525288_9c19223de6#2	jockeys on horses race around track
3616525288_9c19223de6#3	jockeys ride horses during race
3616525288_9c19223de6#4	the people are racing horses
3616638478_641d02183d#0	woman and young girl are standing together with arms outstretched
3616638478_641d02183d#1	woman in skirt and green tshirt has her arm draped over the shoulder of younger woman in white skirt and orange tshirt
3616638478_641d02183d#2	woman with green shirt and woman with an orange shirt posing with outstretched arms
3616638478_641d02183d#3	two girls are standing together posing for picture
3616638478_641d02183d#4	two woman wearing skirts stand together and smile
3616771728_2c16bf8d85#0	jockey in yellow and jockey in blue are racing their horses down grassy raceway
3616771728_2c16bf8d85#1	the jockey wearing yellow hat edges out the jockey wearing blue
